Course Name,Course Code,Section,Index
HNR RESEARCH IN CHEM,01:160:498,B4,10221
HNR RESEARCH IN CHEM,01:160:498,B5,10222
HNR RESEARCH IN CHEM,01:160:498,C1,10223
HNR RESEARCH IN CHEM,01:160:498,C2,10224
HNR RESEARCH IN CHEM,01:160:498,D1,10225
HNR RESEARCH IN CHEM,01:160:498,E1,10226
HNR RESEARCH IN CHEM,01:160:498,F1,10227
HNR RESEARCH IN CHEM,01:160:498,G1,10228
HNR RESEARCH IN CHEM,01:160:498,G2,10229
HNR RESEARCH IN CHEM,01:160:498,G3,10230
HNR RESEARCH IN CHEM,01:160:498,G4,10231
HNR RESEARCH IN CHEM,01:160:498,H1,10232
HNR RESEARCH IN CHEM,01:160:498,H4,10233
HNR RESEARCH IN CHEM,01:160:498,I1,10234
HNR RESEARCH IN CHEM,01:160:498,J1,10235
HNR RESEARCH IN CHEM,01:160:498,K1,10236
HNR RESEARCH IN CHEM,01:160:498,K2,10237
HNR RESEARCH IN CHEM,01:160:498,L1,10238
HNR RESEARCH IN CHEM,01:160:498,L2,10239
HNR RESEARCH IN CHEM,01:160:498,L3,10240
HNR RESEARCH IN CHEM,01:160:498,L4,10241
HNR RESEARCH IN CHEM,01:160:498,N1,10242
HNR RESEARCH IN CHEM,01:160:498,O1,10243
HNR RESEARCH IN CHEM,01:160:498,O2,10244
HNR RESEARCH IN CHEM,01:160:498,R1,10245
HNR RESEARCH IN CHEM,01:160:498,R2,10246
HNR RESEARCH IN CHEM,01:160:498,R3,10247
HNR RESEARCH IN CHEM,01:160:498,S1,10248
HNR RESEARCH IN CHEM,01:160:498,W1,10249
HNR RESEARCH IN CHEM,01:160:498,W2,10250
HNR RESEARCH IN CHEM,01:160:498,W3,10251
HNR RESEARCH IN CHEM,01:160:498,W4,10252
HNR RESEARCH IN CHEM,01:160:498,X1,10253
HNR RESEARCH IN CHEM,01:160:498,Y1,10254
HNR RESEARCH IN CHEM,01:160:498,Z1,10255
INTRODUCTION TO TEACHING CHEMISTRY LAB,01:160:499,01,10256
ELEMENTARY CHINESE,01:165:101,01,10257
ELEMENTARY CHINESE,01:165:102,01,10258
ELEMENTARY CHINESE,01:165:102,02,10259
CHINESE CALIGRAPHY I,01:165:111,01,10260
CHINESE CALLIGRAPHY,01:165:112,01,10261
BEGINNING CHINESE READING & WRITING FOR MANDARIN SPEAKE..,01:165:121,01,10262
INTERMEDIATE CHINESE,01:165:201,01,10263
INTERMEDIATE CHINESE,01:165:202,01,10264
INTERMEDIATE CHINESE,01:165:202,02,10265
LANGUAGE AND IDENTITY IN MODERN CHINESE SOCIETIES,01:165:211,01,10266
INTERMEDIATE CHINESE READING AND WRITINGFOR MANDARIN SP..,01:165:222,01,10267
CHINESE CINEMA,01:165:262,01,10268
ADVANCED MOD CHINESE,01:165:301,01,23029
ADVANCED MOD CHINESE,01:165:302,01,10269
INTRODUCTION TO CLASSICAL CHINESE,01:165:322,90,10270
ADV CHINESE CON & COMP,01:165:402,01,10271
INDEPENDENT STUDIES IN CHINESE SPRING,01:165:494,01,10272
HONORS IN CHINESE,01:165:498,H1,10273
INTRODUCTION TO FILM II,01:175:202,01,10274
CULT FILMS IN AMERICAN CULTURE,01:175:266,01,09326
MODERN FRENCH CINEMA (IN ENGLISH),01:175:306,01,10275
AMERICAN CINEMA I,01:175:315,01,10278
WORLD CINEMA II,01:175:321,01,10279
FILM GENRES,01:175:370,01,10280
TPCS IN WORLD CINEMA,01:175:377,01,10281
TPCS IN WORLD CINEMA,01:175:377,02,10283
TPCS IN WORLD CINEMA,01:175:377,03,10284
INTERNSHIP IN CINEMA STUDIES,01:175:398,01,10287
SENIOR SEMINAR IN CINEMA STUDIES,01:175:425,01,10288
COGNITIVE SCIENCE: A MULTIDISCIPLINARY  INTRODUCTION,01:185:201,01,10289
COGNITIVE SCIENCE: A MULTIDISCIPLINARY  INTRODUCTION,01:185:201,02,10290
COGNITIVE SCIENCE: A MULTIDISCIPLINARY  INTRODUCTION,01:185:201,03,10291
COGNITIVE SCIENCE: A MULTIDISCIPLINARY  INTRODUCTION,01:185:201,04,10292
COGNITIVE SCIENCE: A MULTIDISCIPLINARY  INTRODUCTION,01:185:201,05,10293
COGNITIVE SCIENCE: A MULTIDISCIPLINARY  INTRODUCTION,01:185:201,06,10294
COGNITIVE SCIENCE: A MULTIDISCIPLINARY  INTRODUCTION,01:185:201,07,10295
COGNITIVE SCIENCE: A MULTIDISCIPLINARY  INTRODUCTION,01:185:201,H1,10296
COGNITION AND DECISION MAKING,01:185:301,01,10297
COGNITION AND DECISION MAKING,01:185:301,02,10298
LANGUAGE AND COGNITION,01:185:340,01,10299
PERSON PERCEPTION AND SOCIAL            COGNITION,01:185:345,01,22447
RESEARCH IN COGNITIVE SCIENCE,01:185:395,01,10301
RESEARCH IN COGNITIVE SCIENCE,01:185:396,01,10302
VISUAL INTELLIGENCE,01:185:401,01,10303
UNDERGRADUATE SEMINAR IN COGNITIVE SCIENCE,01:185:411,01,10304
UNDERGRADUATE SEMINAR IN COGNITIVE SCIENCE,01:185:411,02,10305
UNDERGRADUATE SEMINAR IN COGNITIVE SCIENCE,01:185:411,03,10306
UNDERGRADUATE SEMINAR IN COGNITIVE SCIENCE,01:185:411,04,10307
ADVANCED TOPICS II,01:185:412,01,10308
ADVANCED TOPICS II,01:185:412,02,10309
ADVANCED TOPICS II,01:185:412,03,10310
ADVANCED TOPICS IN COGNITIVE SCIENCE: COGNITIVE NEUROSC..,01:185:413,01,10312
"ADVANCED TOPICS IN COGNITIVE SCIENCE: MINDS, MACHINES &..",01:185:416,01,23578
ADVANCED TOPICS IN COGNITIVE SCIENCE: PERCEPTION,01:185:417,01,10313
ADVANCED TOPICS IN COGNITIVE SCIENCE: PERCEPTION,01:185:417,02,10315
SENIOR HONORS THESIS,01:185:495,01,10316
SENIOR HONORS THESIS,01:185:496,01,10317
WORD POWER,01:190:101,01,10318
MEDICAL TERMINOLOGY,01:190:102,90,10319
ANCIENT NEAR EAST,01:190:200,01,10320
